,image,caption,ko_captions
199,1055623002_8195a43714.jpg,Four children are having a pillow fight .,4 명의 아이들이 베개 싸움을하고 있습니다.
200,1055753357_4fa3d8d693.jpg,Two constructions workers sit on a beam taking a break .,두 명의 건축 노동자들이 휴식을 취하는 빔에 앉아 있습니다.
201,1055753357_4fa3d8d693.jpg,Two construction workers are sitting up on the side of a building .,두 건설 노동자가 건물 옆에 앉아 있습니다.
202,1055753357_4fa3d8d693.jpg,Two construction workers sitting on an I-beam .,두 건설 노동자가 I- 빔에 앉아 있습니다.
203,1055753357_4fa3d8d693.jpg,Two construction workers take a seat on a steel beam .,2 명의 건설 노동자가 강철 빔에 자리를 차지합니다.
204,1055753357_4fa3d8d693.jpg,Two men take a break from construction .,두 남자는 건축에서 휴식을 취합니다.
205,1056249424_ef2a2e041c.jpg,The children are playing in the water .,아이들은 물에서 놀고 있습니다.
206,1056249424_ef2a2e041c.jpg,"Two boys , one with a yellow and orange ball , play in some water in front of a field .",노란색과 주황색 공을 가진 두 소년은 들판 앞에서 일부 물에서 놀아요.
207,1056249424_ef2a2e041c.jpg,Two boys play in a puddle .,두 소년이 웅덩이에서 놀아요.
208,1056249424_ef2a2e041c.jpg,Two children play with a balloon in mud on a sunny day .,두 명의 아이들이 화창한 날에 진흙에서 풍선을 가지고 놀아요.
209,1056249424_ef2a2e041c.jpg,Two kids are running and playing in some water .,두 아이가 물에서 뛰고 놀고 있습니다.
210,1056338697_4f7d7ce270.jpg,A blond woman in a blue shirt appears to wait for a ride .,파란 셔츠에 금발 여자가 타기를 기다리는 것처럼 보입니다.
211,1056338697_4f7d7ce270.jpg,A blond woman is on the street hailing a taxi .,금발의 여자가 택시를주는 거리에 있습니다.
212,1056338697_4f7d7ce270.jpg,"A woman is signaling is to traffic , as seen from behind .",한 여성은 뒤에서 볼 수 있듯이 신호를 보내고 있습니다.
213,1056338697_4f7d7ce270.jpg,A woman with blonde hair wearing a blue tube top is waving on the side of the street .,파란색 튜브 탑을 입고 금발 머리를 가진 여자가 길가에서 흔들리고 있습니다.
214,1056338697_4f7d7ce270.jpg,The woman in the blue dress is holding out her arm at oncoming traffic .,파란 드레스를 입은 여자는 다가오는 교통에서 팔을 내밀고 있습니다.
215,1056359656_662cee0814.jpg,A little girl looking at a brochure on train rides,기차 타기에서 브로셔를보고있는 어린 소녀
216,1056359656_662cee0814.jpg,a young blond girl with a magizine in her hands,그녀의 손에 잡지를 가진 젊은 금발 소녀
217,1056359656_662cee0814.jpg,A young girl on a train reads a book about train rides .,기차를 타는 어린 소녀는 기차 타기에 관한 책을 읽습니다.
218,1056359656_662cee0814.jpg,A young girl sits on a seat and looks at a train pamphlet .,어린 소녀가 자리에 앉아 기차 팜플렛을 봅니다.
219,1056359656_662cee0814.jpg,Child sitting down looking at train ride brochure,기차 타기 브로셔를보고 앉아 아이
220,1056873310_49c665eb22.jpg,A brown dog is running after a black dog on a rocky shore .,갈색 개가 바위 해안에서 검은 개를 따라 달리고 있습니다.
221,1056873310_49c665eb22.jpg,A brown dog is running after the black dog .,갈색 개가 검은 개를 따라 달리고 있습니다.
222,1056873310_49c665eb22.jpg,Two dogs playing on a beach .,해변에서 놀고있는 두 마리.
223,1056873310_49c665eb22.jpg,Two dogs run across stones near a body of water .,두 마리의 개가 물 근처의 돌을 가로 질러 달려갑니다.
224,1056873310_49c665eb22.jpg,Two dogs run towards each other on a rocky area with water in the background .,두 마리의 개가 백그라운드에 물이있는 바위가 많은 지역에서 서로를 향해 달려갑니다.
225,1057089366_ca83da0877.jpg,A boy descends off the end of a high diving board .,소년이 고등 다이빙 보드의 끝에서 내려갑니다.
226,1057089366_ca83da0877.jpg,A child jumps off a high diving board into the pool .,어린이가 고등 다이빙 보드에서 수영장으로 뛰어 들었습니다.
227,1057089366_ca83da0877.jpg,A kid jumps off the diving board and into the swimming pool below .,아이는 다이빙 보드에서 아래로 뛰어 들어 아래 수영장으로 뛰어 들었습니다.
228,1057089366_ca83da0877.jpg,A little kid is jumping off a high dive at the pool .,작은 아이가 수영장에서 높은 다이빙에서 뛰어 내리고 있습니다.
229,1057089366_ca83da0877.jpg,The boy is jumping off a high diving board into the pool .,소년은 높은 다이빙 보드에서 수영장으로 뛰어 들고 있습니다.
230,1057210460_09c6f4c6c1.jpg,A guy stands by a window taking his overshirt off .,한 남자는 창문 옆에 서서 그의 오버 셔츠를 벗습니다.
231,1057210460_09c6f4c6c1.jpg,A man in a tank top stands next to a chrome door .,탱크 탑의 남자는 크롬 도어 옆에 서 있습니다.
232,1057210460_09c6f4c6c1.jpg,A man puts his shirt on near an elevator .,한 남자가 엘리베이터 근처에 셔츠를 넣습니다.
233,1057210460_09c6f4c6c1.jpg,A man stands by an elevator with his head down .,한 남자는 머리를 내려 놓고 엘리베이터 옆에 서 있습니다.
234,1057210460_09c6f4c6c1.jpg,The man is putting on his shirt near an elevator .,그 남자는 엘리베이터 근처에 셔츠를 입고 있습니다.
235,1057251835_6ded4ada9c.jpg,A light-colored dog runs on the beach .,밝은 색의 개가 해변에서 달린다.
236,1057251835_6ded4ada9c.jpg,A small yellow dog runs on a beach,작은 노란 개가 해변에서 달린다
237,1057251835_6ded4ada9c.jpg,A tan dog runs on a sandy beach .,황갈색 개가 모래 해변에서 달린다.
238,1057251835_6ded4ada9c.jpg,A white dog is running down a rocky beach .,흰 개가 바위가 많은 해변을 달리고 있습니다.
239,1057251835_6ded4ada9c.jpg,Light brown dog running along the beach .,해변을 따라 달리는 연한 갈색 개.
240,106490881_5a2dd9b7bd.jpg,A boy in his blue swim shorts at the beach .,해변에서 푸른 수영 반바지를 입은 소년.
241,106490881_5a2dd9b7bd.jpg,A boy smiles for the camera at a beach .,소년은 해변에서 카메라를 위해 미소를 짓습니다.
242,106490881_5a2dd9b7bd.jpg,A young boy in swimming trunks is walking with his arms outstretched on the beach .,수영 트렁크를 입은 어린 소년이 해변에서 팔을 뻗은 채로 걷고 있습니다.
243,106490881_5a2dd9b7bd.jpg,Children playing on the beach .,해변에서 놀고있는 아이들.
244,106490881_5a2dd9b7bd.jpg,The boy is playing on the shore of an ocean .,소년은 바다 해안에서 놀고 있습니다.
245,106514190_bae200f463.jpg,A hiker standing high on a bluff overlooking the mountains below .,아래 산이 내려다 보이는 허세에 높은 등산객.
246,106514190_bae200f463.jpg,a person on ski 's looks from hill over snow covered landscape,스키의 외모에 대한 사람은 눈 덮인 풍경 위로 언덕에서
247,106514190_bae200f463.jpg,A skier is overlooking a snow-covered mountain .,스키어는 눈 덮인 산을 내려다보고 있습니다.
248,106514190_bae200f463.jpg,A skier is overlooking the beautiful white snow covered landscape .,스키어는 아름다운 흰 눈 덮인 풍경을 내려다보고 있습니다.
249,106514190_bae200f463.jpg,A skier pauses on a mountaintop .,스키어가 산 꼭대기에서 일시 중지합니다.
250,1067180831_a59dc64344.jpg,A black and white dog is attempting to catch a yellow and purple object in a low cut yard .,흑백 개가 저 자른 마당에서 노란색과 보라색 물체를 잡으려고 시도하고 있습니다.
251,1067180831_a59dc64344.jpg,A black and white dog jumps after a yellow toy .,흑백 개가 노란 장난감을 따라 점프합니다.
252,1067180831_a59dc64344.jpg,a black and white dog jumps to get the Frisbee .,흑백 개가 Frisbee를 얻기 위해 점프합니다.
253,1067180831_a59dc64344.jpg,A black dog is jumping up to catch a purple and green toy .,검은 개가 보라색과 녹색 장난감을 잡기 위해 뛰어 내리고 있습니다.
254,1067180831_a59dc64344.jpg,A dog jumps to catch a toy .,개가 장난감을 잡기 위해 점프합니다.
255,1067675215_7336a694d6.jpg,A man in blue shorts is laying in the street .,파란 반바지를 입은 남자가 거리에 누워 있습니다.
256,1067675215_7336a694d6.jpg,A man in blue shorts lays down outside in a parking lot .,파란 반바지를 입은 남자는 주차장에 밖에 내려갑니다.
257,1067675215_7336a694d6.jpg,A man laying down in middle of street during heavy traffic .,교통량이 많은 동안 거리 한가운데에 누워있는 남자.
258,1067675215_7336a694d6.jpg,A man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .,남자는 갈색 SUV와 열린 문이있는 노란색 픽업 사이의 주차장에 매트에 놓여 있습니다.
259,1067675215_7336a694d6.jpg,A shirtless man is laying down in the middle of a busy street .,셔츠가없는 사람이 바쁜 거리 한가운데에 누워 있습니다.
260,1067790824_f3cc97239b.jpg,A white and black dog and a brown dog in sandy terrain .,모래 지형의 흰색과 검은 개와 갈색 개.
261,1067790824_f3cc97239b.jpg,A woolly dog chases a Doberman on a beach .,양모 개가 해변에서 도버맨을 쫓아냅니다.
262,1067790824_f3cc97239b.jpg,One dog is chasing another one on the beach .,한 마리의 개가 해변에서 다른 개를 쫓고 있습니다.
263,1067790824_f3cc97239b.jpg,The two large dogs are running through sand .,두 개의 큰 개는 모래를 통과하고 있습니다.
264,1067790824_f3cc97239b.jpg,Two large dogs chasing each other at the beach .,해변에서 서로를 쫓는 두 개의 큰 개.
265,1072153132_53d2bb1b60.jpg,A black and white dog catches a toy in midair .,흑백 개가 공중에서 장난감을 잡습니다.
266,1072153132_53d2bb1b60.jpg,A dog and a tennis ball .,개와 테니스 공.
267,1072153132_53d2bb1b60.jpg,"A dog is jumping to catch a object thrown at it ,",개가 그 안에 던져진 물건을 잡기 위해 점프하고 있습니다.
268,1072153132_53d2bb1b60.jpg,A dog leaps while chasing a tennis ball through a grassy field .,잔디밭을 통해 테니스 공을 쫓는 동안 개가 도약합니다.
269,1072153132_53d2bb1b60.jpg,A multicolor dog jumping to catch a tennis ball in a grassy field .,잔디밭에서 테니스 공을 잡기 위해 다색 개가 점프합니다.
270,107318069_e9f2ef32de.jpg,A crowd watching air balloons at night .,밤에 공기 풍선을 보는 군중.
271,107318069_e9f2ef32de.jpg,A group of hot air balloons lit up at night .,밤에 열기 풍선 그룹이 밝아졌습니다.
272,107318069_e9f2ef32de.jpg,People are watching hot air balloons in the park .,사람들은 공원에서 열기구를보고 있습니다.
273,107318069_e9f2ef32de.jpg,People watching hot air balloons .,뜨거운 공기 풍선을 보는 사람들.
274,107318069_e9f2ef32de.jpg,Seven large balloons are lined up at nighttime near a crowd .,밤에는 군중 근처에 7 개의 큰 풍선이 줄 지어 있습니다.
275,1075716537_62105738b4.jpg,A child with a helmet on his head rides a bike .,머리에 헬멧이있는 아이가 자전거를 타고 있습니다.
276,1075716537_62105738b4.jpg,A little boy rides a bike down a hill on a miniature dirt bike .,어린 소년은 미니어처 흙 자전거로 언덕 아래로 자전거를 타고 있습니다.
277,1075716537_62105738b4.jpg,A young boy in a helmet rides a bike on the road .,헬멧에있는 어린 소년이 도로에서 자전거를 타고 있습니다.
278,1075716537_62105738b4.jpg,The little boy rides his bicycle in a race .,어린 소년은 경주에서 자전거를 타고 있습니다.
279,1075716537_62105738b4.jpg,The young boy pedals quickly at a BMX race .,어린 소년은 BMX 레이스에서 빠르게 페달을 밟습니다.
280,107582366_d86f2d3347.jpg,A group of eight people are gathered around a table at night .,밤에는 8 명 그룹이 테이블 주위에 모였습니다.
281,107582366_d86f2d3347.jpg,A group of people gathered around in the dark .,어둠 속에서 모인 한 사람들.
282,107582366_d86f2d3347.jpg,A group of people sit around a table outside on a porch at night .,한 무리의 사람들이 밤에 현관에서 테이블 주위에 앉아 있습니다.
283,107582366_d86f2d3347.jpg,A group of people sit outdoors together at night .,한 무리의 사람들이 밤에 함께 야외에 앉아 있습니다.
284,107582366_d86f2d3347.jpg,A group of people sitting at a table in a darkened room .,어두워 진 방에있는 테이블에 앉아있는 사람들.
285,1075867198_27ca2e7efe.jpg,A man in a brown shirt and dark shorts plays on the beach with his two black dogs .,갈색 셔츠와 어두운 반바지를 입은 남자는 그의 검은 개 두 마리와 함께 해변에서 재생됩니다.
286,1075867198_27ca2e7efe.jpg,A man in shorts with two black dogs holds a ball throwing toy at the beach .,두 마리의 검은 개가있는 반바지를 입은 남자는 해변에서 장난감을 던지는 공을 가지고 있습니다.
287,1075867198_27ca2e7efe.jpg,a man playing with two black dogs on the beach,해변에서 두 마리의 검은 개를 가지고 노는 남자
288,1075867198_27ca2e7efe.jpg,A man with two dogs on a beach,해변에 두 마리의 개가있는 남자
